,strain,gene,hit_score,hit_id,description
60,Achromobacter_xylosoxidans,methylmalonyl-CoA-carboxyltransferase13S,68.5,NZ_CP043820.1_131/594-669,Achromobacter_xylosoxidans_methylmalonyl-CoA-carboxyltransferase13S
61,Achromobacter_xylosoxidans,methylmalonyl-CoA-carboxyltransferase5S,37.0,NZ_CP043820.1_5361/125-280,Achromobacter_xylosoxidans_methylmalonyl-CoA-carboxyltransferase5S
62,Achromobacter_xylosoxidans,methylmalonyl-CoA-decarboxylaseAlpha,406.2,NZ_CP043820.1_132/22-519,Achromobacter_xylosoxidans_methylmalonyl-CoA-decarboxylaseAlpha
63,Achromobacter_xylosoxidans,methylmalonyl-CoA-decarboxylaseGamma,94.6,NZ_CP043820.1_131/597-670,Achromobacter_xylosoxidans_methylmalonyl-CoA-decarboxylaseGamma
64,Achromobacter_xylosoxidans,methylmalonyl-CoA-epimerase,75.1,NZ_CP043820.1_3845/7-145,Achromobacter_xylosoxidans_methylmalonyl-CoA-epimerase
65,Achromobacter_xylosoxidans,pct,77.4,NZ_CP043820.1_1355/7-223,Achromobacter_xylosoxidans_pct
66,Achromobacter_xylosoxidans,pduP,56.0,NZ_CP043820.1_4253/39-417,Achromobacter_xylosoxidans_pduP
67,Achromobacter_xylosoxidans,pduW,297.0,NZ_CP043820.1_4557/1-390,Achromobacter_xylosoxidans_pduW
68,Acidaminococcus-intestini-D21-MAF-2,Roseburia-inulivorans-pduCDE,491.4,1_1735/8-591,Acidaminococcus-intestini-D21-MAF-2_Roseburia-inulivorans-pduCDE
69,Acidaminococcus-intestini-D21-MAF-2,fucO,238.6,1_1228/4-396,Acidaminococcus-intestini-D21-MAF-2_fucO
70,Acidaminococcus-intestini-D21-MAF-2,lcdA,366.5,1_211/15-98,Acidaminococcus-intestini-D21-MAF-2_lcdA
71,Acidaminococcus-intestini-D21-MAF-2,lcdB,333.1,1_212/3-378,Acidaminococcus-intestini-D21-MAF-2_lcdB
72,Acidaminococcus-intestini-D21-MAF-2,lcdC,367.3,1_210/4-259,Acidaminococcus-intestini-D21-MAF-2_lcdC
73,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-carboxyltransferase12S,635.5,1_188/4-505,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-carboxyltransferase12S
74,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-carboxyltransferase13S,93.5,1_190/3-144,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-carboxyltransferase13S
75,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-carboxyltransferase5S,535.5,1_1341/5-448,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-carboxyltransferase5S
76,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-decarboxylaseAlpha,844.6,1_188/1-508,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-decarboxylaseAlpha
77,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-decarboxylaseBeta,558.6,1_191/2-374,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-decarboxylaseBeta
78,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-decarboxylaseGamma,156.7,1_190/1-145,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-decarboxylaseGamma
79,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-epimerase,48.6,1_843/6-113,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-epimerase
80,Acidaminococcus-intestini-D21-MAF-2,methylmalonyl-CoA-mutase,15.7,1_1928/600-783,Acidaminococcus-intestini-D21-MAF-2_methylmalonyl-CoA-mutase
81,Acidaminococcus-intestini-D21-MAF-2,pct,23.3,1_207/2-258,Acidaminococcus-intestini-D21-MAF-2_pct
82,Acidaminococcus-intestini-D21-MAF-2,pduP,118.1,1_289/11-398,Acidaminococcus-intestini-D21-MAF-2_pduP
83,Acidaminococcus-intestini-D21-MAF-2,pduW,500.5,1_784/2-395,Acidaminococcus-intestini-D21-MAF-2_pduW
84,Acidaminococcus_fermentans,Roseburia-inulivorans-pduCDE,140.5,NC_013740.1_786/230-527,Acidaminococcus_fermentans_Roseburia-inulivorans-pduCDE
85,Acidaminococcus_fermentans,fucO,162.3,NC_013740.1_53/13-387,Acidaminococcus_fermentans_fucO
86,Acidaminococcus_fermentans,lcdA,367.3,NC_013740.1_1787/15-98,Acidaminococcus_fermentans_lcdA
87,Acidaminococcus_fermentans,lcdB,339.4,NC_013740.1_1786/3-378,Acidaminococcus_fermentans_lcdB
88,Acidaminococcus_fermentans,lcdC,361.4,NC_013740.1_1788/4-259,Acidaminococcus_fermentans_lcdC
89,Acidaminococcus_fermentans,methylmalonyl-CoA-carboxyltransferase12S,632.9,NC_013740.1_1809/3-506,Acidaminococcus_fermentans_methylmalonyl-CoA-carboxyltransferase12S
90,Acidaminococcus_fermentans,methylmalonyl-CoA-carboxyltransferase13S,91.6,NC_013740.1_1807/3-143,Acidaminococcus_fermentans_methylmalonyl-CoA-carboxyltransferase13S
91,Acidaminococcus_fermentans,methylmalonyl-CoA-carboxyltransferase5S,559.1,NC_013740.1_1330/5-456,Acidaminococcus_fermentans_methylmalonyl-CoA-carboxyltransferase5S
92,Acidaminococcus_fermentans,methylmalonyl-CoA-decarboxylaseAlpha,844.9,NC_013740.1_1809/1-508,Acidaminococcus_fermentans_methylmalonyl-CoA-decarboxylaseAlpha
93,Acidaminococcus_fermentans,methylmalonyl-CoA-decarboxylaseBeta,563.7,NC_013740.1_1806/2-372,Acidaminococcus_fermentans_methylmalonyl-CoA-decarboxylaseBeta
94,Acidaminococcus_fermentans,methylmalonyl-CoA-decarboxylaseGamma,158.4,NC_013740.1_1807/1-145,Acidaminococcus_fermentans_methylmalonyl-CoA-decarboxylaseGamma
95,Acidaminococcus_fermentans,methylmalonyl-CoA-epimerase,43.8,NC_013740.1_79/6-116,Acidaminococcus_fermentans_methylmalonyl-CoA-epimerase
96,Acidaminococcus_fermentans,methylmalonyl-CoA-mutase,18.7,NC_013740.1_1822/662-779,Acidaminococcus_fermentans_methylmalonyl-CoA-mutase
97,Acidaminococcus_fermentans,pct,19.6,NC_013740.1_1791/163-253,Acidaminococcus_fermentans_pct
98,Acidaminococcus_fermentans,pduP,19.7,NC_013740.1_179/187-409,Acidaminococcus_fermentans_pduP
99,Acidaminococcus_fermentans,pduW,503.9,NC_013740.1_1368/2-396,Acidaminococcus_fermentans_pduW
100,Acidovorax_facilis,fucO,175.0,NZ_CAIGKB010000014.1_103/12-373,Acidovorax_facilis_fucO
101,Acidovorax_facilis,lcdC,14.2,NZ_CAIGKB010000009.1_113/337-383,Acidovorax_facilis_lcdC
102,Acidovorax_facilis,methylmalonyl-CoA-carboxyltransferase12S,627.7,NZ_CAIGKB010000009.1_39/1-508,Acidovorax_facilis_methylmalonyl-CoA-carboxyltransferase12S
103,Acidovorax_facilis,methylmalonyl-CoA-carboxyltransferase13S,65.6,NZ_CAIGKB010000004.1_151/46-163,Acidovorax_facilis_methylmalonyl-CoA-carboxyltransferase13S
104,Acidovorax_facilis,methylmalonyl-CoA-carboxyltransferase5S,33.3,NZ_CAIGKB010000002.1_137/171-287,Acidovorax_facilis_methylmalonyl-CoA-carboxyltransferase5S
105,Acidovorax_facilis,methylmalonyl-CoA-decarboxylaseAlpha,844.4,NZ_CAIGKB010000009.1_39/2-510,Acidovorax_facilis_methylmalonyl-CoA-decarboxylaseAlpha
106,Acidovorax_facilis,methylmalonyl-CoA-decarboxylaseGamma,90.0,NZ_CAIGKB010000024.1_28/597-670,Acidovorax_facilis_methylmalonyl-CoA-decarboxylaseGamma
107,Acidovorax_facilis,methylmalonyl-CoA-epimerase,59.0,NZ_CAIGKB010000009.1_37/5-151,Acidovorax_facilis_methylmalonyl-CoA-epimerase
108,Acidovorax_facilis,methylmalonyl-CoA-mutase,805.6,NZ_CAIGKB010000009.1_41/3-697,Acidovorax_facilis_methylmalonyl-CoA-mutase
109,Acidovorax_facilis,pct,758.8,NZ_CAIGKB010000017.1_12/16-537,Acidovorax_facilis_pct
110,Acidovorax_facilis,pduP,28.8,NZ_CAIGKB010000002.1_116/41-443,Acidovorax_facilis_pduP
111,Acidovorax_facilis,pduW,301.8,NZ_CAIGKB010000020.1_80/3-380,Acidovorax_facilis_pduW
112,Acidovorax_wautersii,fucO,183.4,NZ_FONX01000004.1_116/12-377,Acidovorax_wautersii_fucO
113,Acidovorax_wautersii,lcdC,24.9,NZ_FONX01000013.1_102/6-44,Acidovorax_wautersii_lcdC
114,Acidovorax_wautersii,methylmalonyl-CoA-carboxyltransferase12S,632.6,NZ_FONX01000005.1_182/1-508,Acidovorax_wautersii_methylmalonyl-CoA-carboxyltransferase12S
115,Acidovorax_wautersii,methylmalonyl-CoA-carboxyltransferase13S,61.8,NZ_FONX01000008.1_103/595-672,Acidovorax_wautersii_methylmalonyl-CoA-carboxyltransferase13S
116,Acidovorax_wautersii,methylmalonyl-CoA-carboxyltransferase5S,31.4,NZ_FONX01000001.1_138/176-287,Acidovorax_wautersii_methylmalonyl-CoA-carboxyltransferase5S
117,Acidovorax_wautersii,methylmalonyl-CoA-decarboxylaseAlpha,849.1,NZ_FONX01000005.1_182/2-510,Acidovorax_wautersii_methylmalonyl-CoA-decarboxylaseAlpha
118,Acidovorax_wautersii,methylmalonyl-CoA-decarboxylaseGamma,87.1,NZ_FONX01000008.1_103/595-673,Acidovorax_wautersii_methylmalonyl-CoA-decarboxylaseGamma
119,Acidovorax_wautersii,methylmalonyl-CoA-epimerase,53.1,NZ_FONX01000008.1_19/62-106,Acidovorax_wautersii_methylmalonyl-CoA-epimerase
120,Acidovorax_wautersii,methylmalonyl-CoA-mutase,798.7,NZ_FONX01000005.1_185/23-722,Acidovorax_wautersii_methylmalonyl-CoA-mutase
121,Acidovorax_wautersii,pct,709.1,NZ_FONX01000021.1_33/1-513,Acidovorax_wautersii_pct
122,Acidovorax_wautersii,pduP,55.4,NZ_FONX01000001.1_331/52-449,Acidovorax_wautersii_pduP
123,Acinetobacter_baumannii,fucO,345.3,NZ_CP043953.1_1427/18-389,Acinetobacter_baumannii_fucO
124,Acinetobacter_baumannii,lcdC,15.8,NZ_CP043953.1_746/369-450,Acinetobacter_baumannii_lcdC
125,Acinetobacter_baumannii,methylmalonyl-CoA-carboxyltransferase12S,321.2,NZ_CP043953.1_2192/18-510,Acinetobacter_baumannii_methylmalonyl-CoA-carboxyltransferase12S
126,Acinetobacter_baumannii,methylmalonyl-CoA-carboxyltransferase13S,81.3,NZ_CP043953.1_148/14-73,Acinetobacter_baumannii_methylmalonyl-CoA-carboxyltransferase13S
127,Acinetobacter_baumannii,methylmalonyl-CoA-carboxyltransferase5S,30.9,NZ_CP043953.1_2244/160-278,Acinetobacter_baumannii_methylmalonyl-CoA-carboxyltransferase5S
128,Acinetobacter_baumannii,methylmalonyl-CoA-decarboxylaseAlpha,405.8,NZ_CP043953.1_2192/22-517,Acinetobacter_baumannii_methylmalonyl-CoA-decarboxylaseAlpha
129,Acinetobacter_baumannii,methylmalonyl-CoA-decarboxylaseGamma,122.7,NZ_CP043953.1_148/14-78,Acinetobacter_baumannii_methylmalonyl-CoA-decarboxylaseGamma
130,Acinetobacter_baumannii,methylmalonyl-CoA-epimerase,54.9,NZ_CP043953.1_1030/10-130,Acinetobacter_baumannii_methylmalonyl-CoA-epimerase
131,Acinetobacter_baumannii,pct,70.9,NZ_CP043953.1_1831/3-222,Acinetobacter_baumannii_pct
132,Acinetobacter_baumannii,pduP,69.7,NZ_CP043953.1_2499/32-437,Acinetobacter_baumannii_pduP
133,Acinetobacter_baumannii,pduW,347.0,NZ_CP043953.1_3152/23-407,Acinetobacter_baumannii_pduW
134,Acinetobacter_calcoaceticus,fucO,342.0,NZ_CP020000.1_2308/18-389,Acinetobacter_calcoaceticus_fucO
135,Acinetobacter_calcoaceticus,lcdC,17.0,NZ_CP020000.1_2972/391-472,Acinetobacter_calcoaceticus_lcdC
136,Acinetobacter_calcoaceticus,methylmalonyl-CoA-carboxyltransferase12S,317.5,NZ_CP020000.1_1363/18-510,Acinetobacter_calcoaceticus_methylmalonyl-CoA-carboxyltransferase12S
137,Acinetobacter_calcoaceticus,methylmalonyl-CoA-carboxyltransferase13S,78.1,NZ_CP020000.1_3621/14-72,Acinetobacter_calcoaceticus_methylmalonyl-CoA-carboxyltransferase13S
138,Acinetobacter_calcoaceticus,methylmalonyl-CoA-carboxyltransferase5S,30.4,NZ_CP020000.1_1360/152-283,Acinetobacter_calcoaceticus_methylmalonyl-CoA-carboxyltransferase5S
139,Acinetobacter_calcoaceticus,methylmalonyl-CoA-decarboxylaseAlpha,404.1,NZ_CP020000.1_1363/22-517,Acinetobacter_calcoaceticus_methylmalonyl-CoA-decarboxylaseAlpha
140,Acinetobacter_calcoaceticus,methylmalonyl-CoA-decarboxylaseGamma,123.0,NZ_CP020000.1_3621/14-76,Acinetobacter_calcoaceticus_methylmalonyl-CoA-decarboxylaseGamma
141,Acinetobacter_calcoaceticus,methylmalonyl-CoA-epimerase,53.7,NZ_CP020000.1_2631/10-130,Acinetobacter_calcoaceticus_methylmalonyl-CoA-epimerase
142,Acinetobacter_calcoaceticus,pct,67.4,NZ_CP020000.1_1790/2-222,Acinetobacter_calcoaceticus_pct
143,Acinetobacter_calcoaceticus,pduP,68.2,NZ_CP020000.1_1024/32-437,Acinetobacter_calcoaceticus_pduP
144,Acinetobacter_calcoaceticus,pduW,350.6,NZ_CP020000.1_451/1-391,Acinetobacter_calcoaceticus_pduW
145,Acinetobacter_haemolyticus,fucO,341.8,NZ_CP030880.1_2263/18-389,Acinetobacter_haemolyticus_fucO
146,Acinetobacter_haemolyticus,lcdC,15.3,NZ_CP030880.1_3087/4-29,Acinetobacter_haemolyticus_lcdC
147,Acinetobacter_haemolyticus,methylmalonyl-CoA-carboxyltransferase12S,320.6,NZ_CP030880.1_1634/18-510,Acinetobacter_haemolyticus_methylmalonyl-CoA-carboxyltransferase12S
148,Acinetobacter_haemolyticus,methylmalonyl-CoA-carboxyltransferase13S,75.9,NZ_CP030880.1_138/14-72,Acinetobacter_haemolyticus_methylmalonyl-CoA-carboxyltransferase13S
149,Acinetobacter_haemolyticus,methylmalonyl-CoA-carboxyltransferase5S,24.8,NZ_CP030880.1_1631/153-279,Acinetobacter_haemolyticus_methylmalonyl-CoA-carboxyltransferase5S
150,Acinetobacter_haemolyticus,methylmalonyl-CoA-decarboxylaseAlpha,406.7,NZ_CP030880.1_1634/22-517,Acinetobacter_haemolyticus_methylmalonyl-CoA-decarboxylaseAlpha
151,Acinetobacter_haemolyticus,methylmalonyl-CoA-decarboxylaseGamma,118.4,NZ_CP030880.1_138/14-78,Acinetobacter_haemolyticus_methylmalonyl-CoA-decarboxylaseGamma
152,Acinetobacter_haemolyticus,methylmalonyl-CoA-epimerase,56.5,NZ_CP030880.1_1180/10-130,Acinetobacter_haemolyticus_methylmalonyl-CoA-epimerase
153,Acinetobacter_haemolyticus,pct,70.1,NZ_CP030880.1_1643/4-221,Acinetobacter_haemolyticus_pct
154,Acinetobacter_haemolyticus,pduP,66.8,NZ_CP030880.1_2245/32-437,Acinetobacter_haemolyticus_pduP
155,Acinetobacter_haemolyticus,pduW,340.7,NZ_CP030880.1_452/1-385,Acinetobacter_haemolyticus_pduW
156,Acinetobacter_johnsonii,fucO,338.6,NZ_KB849709.1_155/18-389,Acinetobacter_johnsonii_fucO
157,Acinetobacter_johnsonii,lcdC,19.8,NZ_KB849708.1_95/3-42,Acinetobacter_johnsonii_lcdC
158,Acinetobacter_johnsonii,methylmalonyl-CoA-carboxyltransferase12S,326.6,NZ_KB849705.1_1354/19-509,Acinetobacter_johnsonii_methylmalonyl-CoA-carboxyltransferase12S
159,Acinetobacter_johnsonii,methylmalonyl-CoA-carboxyltransferase13S,79.5,NZ_KB849703.1_276/14-73,Acinetobacter_johnsonii_methylmalonyl-CoA-carboxyltransferase13S
160,Acinetobacter_johnsonii,methylmalonyl-CoA-carboxyltransferase5S,28.5,NZ_KB849705.1_1357/156-282,Acinetobacter_johnsonii_methylmalonyl-CoA-carboxyltransferase5S
161,Acinetobacter_johnsonii,methylmalonyl-CoA-decarboxylaseAlpha,407.4,NZ_KB849705.1_1354/22-516,Acinetobacter_johnsonii_methylmalonyl-CoA-decarboxylaseAlpha
162,Acinetobacter_johnsonii,methylmalonyl-CoA-decarboxylaseGamma,116.8,NZ_KB849703.1_276/14-79,Acinetobacter_johnsonii_methylmalonyl-CoA-decarboxylaseGamma
163,Acinetobacter_johnsonii,methylmalonyl-CoA-epimerase,52.6,NZ_KB849705.1_421/10-130,Acinetobacter_johnsonii_methylmalonyl-CoA-epimerase
164,Acinetobacter_johnsonii,pct,76.8,NZ_KB849705.1_1358/12-224,Acinetobacter_johnsonii_pct
165,Acinetobacter_johnsonii,pduP,43.9,NZ_KB849709.1_158/55-321,Acinetobacter_johnsonii_pduP
166,Acinetobacter_johnsonii,pduW,337.4,NZ_KB849704.1_310/1-388,Acinetobacter_johnsonii_pduW
167,Acinetobacter_junii,fucO,344.6,NZ_CP059558.1_1524/18-389,Acinetobacter_junii_fucO
168,Acinetobacter_junii,lcdC,15.2,NZ_CP059558.1_1883/313-376,Acinetobacter_junii_lcdC
169,Acinetobacter_junii,methylmalonyl-CoA-carboxyltransferase12S,320.1,NZ_CP059558.1_1559/18-510,Acinetobacter_junii_methylmalonyl-CoA-carboxyltransferase12S
170,Acinetobacter_junii,methylmalonyl-CoA-carboxyltransferase13S,83.9,NZ_CP059558.1_141/14-73,Acinetobacter_junii_methylmalonyl-CoA-carboxyltransferase13S
171,Acinetobacter_junii,methylmalonyl-CoA-carboxyltransferase5S,24.8,NZ_CP059558.1_1556/153-279,Acinetobacter_junii_methylmalonyl-CoA-carboxyltransferase5S
172,Acinetobacter_junii,methylmalonyl-CoA-decarboxylaseAlpha,405.6,NZ_CP059558.1_1559/22-516,Acinetobacter_junii_methylmalonyl-CoA-decarboxylaseAlpha
