,strain,gene,hit_score,hit_id,description
87,Achromobacter_xylosoxidans,cro,393.9,NZ_CP043820.1_417/1-258,Achromobacter_xylosoxidans_cro
88,Achromobacter_xylosoxidans,gcdA,171.4,NZ_CP043820.1_132/17-456,Achromobacter_xylosoxidans_gcdA
89,Achromobacter_xylosoxidans,gcdB,80.6,NZ_CP043820.1_4049/14-171,Achromobacter_xylosoxidans_gcdB
90,Achromobacter_xylosoxidans,gctA,93.8,NZ_CP043820.1_4050/17-255,Achromobacter_xylosoxidans_gctA
91,Achromobacter_xylosoxidans,gctB,80.6,NZ_CP043820.1_4049/14-171,Achromobacter_xylosoxidans_gctB
92,Achromobacter_xylosoxidans,hbd,411.1,NZ_CP043820.1_457/2-290,Achromobacter_xylosoxidans_hbd
93,Achromobacter_xylosoxidans,kal,25.1,NZ_CP043820.1_840/62-101,Achromobacter_xylosoxidans_kal
94,Achromobacter_xylosoxidans,kce,262.9,NZ_CP043820.1_5094/4-293,Achromobacter_xylosoxidans_kce
95,Achromobacter_xylosoxidans,ptb,347.5,NZ_CP043820.1_4556/8-309,Achromobacter_xylosoxidans_ptb
96,Achromobacter_xylosoxidans,thl,580.0,NZ_CP043820.1_4315/1-392,Achromobacter_xylosoxidans_thl
97,Acidaminococcus-intestini-D21-MAF-2,abfD,903.6,1_1742/1-492,Acidaminococcus-intestini-D21-MAF-2_abfD
98,Acidaminococcus-intestini-D21-MAF-2,abfH,111.7,1_1228/66-297,Acidaminococcus-intestini-D21-MAF-2_abfH
99,Acidaminococcus-intestini-D21-MAF-2,abfT,459.6,1_1374/1-439,Acidaminococcus-intestini-D21-MAF-2_abfT
100,Acidaminococcus-intestini-D21-MAF-2,atoA,32.0,1_208/8-235,Acidaminococcus-intestini-D21-MAF-2_atoA
101,Acidaminococcus-intestini-D21-MAF-2,atoD,42.3,1_207/1-76,Acidaminococcus-intestini-D21-MAF-2_atoD
102,Acidaminococcus-intestini-D21-MAF-2,bcd,901.0,1_456/1-633,Acidaminococcus-intestini-D21-MAF-2_bcd
103,Acidaminococcus-intestini-D21-MAF-2,buk,478.0,1_1192/3-356,Acidaminococcus-intestini-D21-MAF-2_buk
104,Acidaminococcus-intestini-D21-MAF-2,but,741.6,1_1374/1-449,Acidaminococcus-intestini-D21-MAF-2_but
105,Acidaminococcus-intestini-D21-MAF-2,cro,448.2,1_699/1-262,Acidaminococcus-intestini-D21-MAF-2_cro
106,Acidaminococcus-intestini-D21-MAF-2,gcdA,1178.5,1_209/1-586,Acidaminococcus-intestini-D21-MAF-2_gcdA
107,Acidaminococcus-intestini-D21-MAF-2,gcdB,561.0,1_208/1-264,Acidaminococcus-intestini-D21-MAF-2_gcdB
108,Acidaminococcus-intestini-D21-MAF-2,gctA,611.3,1_207/1-318,Acidaminococcus-intestini-D21-MAF-2_gctA
109,Acidaminococcus-intestini-D21-MAF-2,gctB,561.0,1_208/1-264,Acidaminococcus-intestini-D21-MAF-2_gctB
110,Acidaminococcus-intestini-D21-MAF-2,hbd,448.3,1_698/1-285,Acidaminococcus-intestini-D21-MAF-2_hbd
111,Acidaminococcus-intestini-D21-MAF-2,hgdA,808.7,1_211/2-476,Acidaminococcus-intestini-D21-MAF-2_hgdA
112,Acidaminococcus-intestini-D21-MAF-2,hgdB,671.7,1_212/1-378,Acidaminococcus-intestini-D21-MAF-2_hgdB
113,Acidaminococcus-intestini-D21-MAF-2,hgdC,478.4,1_210/1-260,Acidaminococcus-intestini-D21-MAF-2_hgdC
114,Acidaminococcus-intestini-D21-MAF-2,kal,19.4,1_219/52-89,Acidaminococcus-intestini-D21-MAF-2_kal
115,Acidaminococcus-intestini-D21-MAF-2,kamA,12.6,1_109/24-95,Acidaminococcus-intestini-D21-MAF-2_kamA
116,Acidaminococcus-intestini-D21-MAF-2,kamE,15.8,1_1928/706-789,Acidaminococcus-intestini-D21-MAF-2_kamE
117,Acidaminococcus-intestini-D21-MAF-2,ptb,286.4,1_1194/1-257,Acidaminococcus-intestini-D21-MAF-2_ptb
118,Acidaminococcus-intestini-D21-MAF-2,thl,716.9,1_696/1-392,Acidaminococcus-intestini-D21-MAF-2_thl
119,Acidaminococcus_fermentans,abfH,120.9,NC_013740.1_53/71-389,Acidaminococcus_fermentans_abfH
120,Acidaminococcus_fermentans,abfT,417.2,NC_013740.1_1784/4-440,Acidaminococcus_fermentans_abfT
121,Acidaminococcus_fermentans,atoA,33.1,NC_013740.1_1790/8-156,Acidaminococcus_fermentans_atoA
122,Acidaminococcus_fermentans,atoD,42.9,NC_013740.1_1791/1-78,Acidaminococcus_fermentans_atoD
123,Acidaminococcus_fermentans,bcd,908.2,NC_013740.1_1545/1-633,Acidaminococcus_fermentans_bcd
124,Acidaminococcus_fermentans,buk,88.5,NC_013740.1_1368/82-338,Acidaminococcus_fermentans_buk
125,Acidaminococcus_fermentans,but,473.7,NC_013740.1_80/3-436,Acidaminococcus_fermentans_but
126,Acidaminococcus_fermentans,cro,453.6,NC_013740.1_1443/3-263,Acidaminococcus_fermentans_cro
127,Acidaminococcus_fermentans,gcdA,1143.1,NC_013740.1_1789/1-587,Acidaminococcus_fermentans_gcdA
128,Acidaminococcus_fermentans,gcdB,551.5,NC_013740.1_1790/1-264,Acidaminococcus_fermentans_gcdB
129,Acidaminococcus_fermentans,gctA,604.5,NC_013740.1_1791/1-319,Acidaminococcus_fermentans_gctA
130,Acidaminococcus_fermentans,gctB,551.5,NC_013740.1_1790/1-264,Acidaminococcus_fermentans_gctB
131,Acidaminococcus_fermentans,hbd,448.1,NC_013740.1_1444/1-285,Acidaminococcus_fermentans_hbd
132,Acidaminococcus_fermentans,hgdA,808.9,NC_013740.1_1787/2-475,Acidaminococcus_fermentans_hgdA
133,Acidaminococcus_fermentans,hgdB,661.8,NC_013740.1_1786/1-378,Acidaminococcus_fermentans_hgdB
134,Acidaminococcus_fermentans,hgdC,465.5,NC_013740.1_1788/1-260,Acidaminococcus_fermentans_hgdC
135,Acidaminococcus_fermentans,kal,15.5,NC_013740.1_1776/55-92,Acidaminococcus_fermentans_kal
136,Acidaminococcus_fermentans,kamA,19.8,NC_013740.1_114/23-102,Acidaminococcus_fermentans_kamA
137,Acidaminococcus_fermentans,ptb,82.6,NC_013740.1_1439/4-330,Acidaminococcus_fermentans_ptb
138,Acidaminococcus_fermentans,thl,717.1,NC_013740.1_1446/1-392,Acidaminococcus_fermentans_thl
139,Acidovorax_facilis,abfH,100.5,NZ_CAIGKB010000014.1_103/66-349,Acidovorax_facilis_abfH
140,Acidovorax_facilis,abfT,124.0,NZ_CAIGKB010000007.1_103/27-186,Acidovorax_facilis_abfT
141,Acidovorax_facilis,atoA,274.5,NZ_CAIGKB010000006.1_52/2-205,Acidovorax_facilis_atoA
142,Acidovorax_facilis,atoD,249.4,NZ_CAIGKB010000006.1_53/8-217,Acidovorax_facilis_atoD
143,Acidovorax_facilis,bcd,514.0,NZ_CAIGKB010000024.1_9/3-374,Acidovorax_facilis_bcd
144,Acidovorax_facilis,buk,88.0,NZ_CAIGKB010000020.1_80/2-21,Acidovorax_facilis_buk
145,Acidovorax_facilis,but,112.0,NZ_CAIGKB010000007.1_103/27-186,Acidovorax_facilis_but
146,Acidovorax_facilis,cro,377.7,NZ_CAIGKB010000003.1_252/1-259,Acidovorax_facilis_cro
147,Acidovorax_facilis,gcdA,179.0,NZ_CAIGKB010000024.1_24/17-219,Acidovorax_facilis_gcdA
148,Acidovorax_facilis,gctA,26.8,NZ_CAIGKB010000036.1_11/14-118,Acidovorax_facilis_gctA
149,Acidovorax_facilis,hbd,424.5,NZ_CAIGKB010000010.1_135/1-282,Acidovorax_facilis_hbd
150,Acidovorax_facilis,hgdC,16.0,NZ_CAIGKB010000006.1_52/97-176,Acidovorax_facilis_hgdC
151,Acidovorax_facilis,kal,21.1,NZ_CAIGKB010000025.1_25/4-80,Acidovorax_facilis_kal
152,Acidovorax_facilis,kamD,20.4,NZ_CAIGKB010000014.1_74/49-103,Acidovorax_facilis_kamD
153,Acidovorax_facilis,kce,206.3,NZ_CAIGKB010000001.1_120/8-294,Acidovorax_facilis_kce
154,Acidovorax_facilis,kdd,15.7,NZ_CAIGKB010000011.1_111/176-270,Acidovorax_facilis_kdd
155,Acidovorax_facilis,ptb,74.8,NZ_CAIGKB010000013.1_78/445-769,Acidovorax_facilis_ptb
156,Acidovorax_facilis,thl,627.1,NZ_CAIGKB010000002.1_288/1-392,Acidovorax_facilis_thl
157,Acidovorax_wautersii,abfD,12.9,NZ_FONX01000005.1_238/146-198,Acidovorax_wautersii_abfD
158,Acidovorax_wautersii,abfH,89.9,NZ_FONX01000004.1_116/67-347,Acidovorax_wautersii_abfH
159,Acidovorax_wautersii,abfT,117.2,NZ_FONX01000002.1_266/18-184,Acidovorax_wautersii_abfT
160,Acidovorax_wautersii,atoA,269.9,NZ_FONX01000009.1_74/5-211,Acidovorax_wautersii_atoA
161,Acidovorax_wautersii,atoD,254.4,NZ_FONX01000009.1_73/13-216,Acidovorax_wautersii_atoD
162,Acidovorax_wautersii,bcd,511.3,NZ_FONX01000008.1_119/3-374,Acidovorax_wautersii_bcd
163,Acidovorax_wautersii,but,97.8,NZ_FONX01000002.1_266/17-188,Acidovorax_wautersii_but
164,Acidovorax_wautersii,cro,378.8,NZ_FONX01000013.1_15/1-258,Acidovorax_wautersii_cro
165,Acidovorax_wautersii,gcdA,168.3,NZ_FONX01000008.1_109/17-510,Acidovorax_wautersii_gcdA
166,Acidovorax_wautersii,gctA,28.9,NZ_FONX01000009.1_73/9-125,Acidovorax_wautersii_gctA
167,Acidovorax_wautersii,hbd,424.8,NZ_FONX01000017.1_14/1-282,Acidovorax_wautersii_hbd
168,Acidovorax_wautersii,hgdC,14.5,NZ_FONX01000009.1_74/103-183,Acidovorax_wautersii_hgdC
169,Acidovorax_wautersii,kal,27.8,NZ_FONX01000001.1_367/12-92,Acidovorax_wautersii_kal
170,Acidovorax_wautersii,kamA,202.0,NZ_FONX01000006.1_31/26-361,Acidovorax_wautersii_kamA
171,Acidovorax_wautersii,kdd,32.9,NZ_FONX01000001.1_89/165-305,Acidovorax_wautersii_kdd
172,Acidovorax_wautersii,ptb,77.7,NZ_FONX01000002.1_146/442-766,Acidovorax_wautersii_ptb
173,Acidovorax_wautersii,thl,649.9,NZ_FONX01000005.1_200/1-392,Acidovorax_wautersii_thl
174,Acinetobacter_baumannii,abfH,195.9,NZ_CP043953.1_1482/69-385,Acinetobacter_baumannii_abfH
175,Acinetobacter_baumannii,abfT,153.0,NZ_CP043953.1_242/12-170,Acinetobacter_baumannii_abfT
176,Acinetobacter_baumannii,atoA,300.9,NZ_CP043953.1_1832/4-207,Acinetobacter_baumannii_atoA
177,Acinetobacter_baumannii,atoD,255.8,NZ_CP043953.1_1831/1-216,Acinetobacter_baumannii_atoD
178,Acinetobacter_baumannii,bcd,573.2,NZ_CP043953.1_3499/2-375,Acinetobacter_baumannii_bcd
179,Acinetobacter_baumannii,buk,62.4,NZ_CP043953.1_3152/23-44,Acinetobacter_baumannii_buk
180,Acinetobacter_baumannii,but,104.8,NZ_CP043953.1_242/12-174,Acinetobacter_baumannii_but
181,Acinetobacter_baumannii,cro,375.2,NZ_CP043953.1_3498/1-257,Acinetobacter_baumannii_cro
182,Acinetobacter_baumannii,gcdA,173.9,NZ_CP043953.1_2192/16-508,Acinetobacter_baumannii_gcdA
183,Acinetobacter_baumannii,gctA,25.8,NZ_CP043953.1_2204/3-119,Acinetobacter_baumannii_gctA
184,Acinetobacter_baumannii,hbd,414.7,NZ_CP043953.1_2209/3-293,Acinetobacter_baumannii_hbd
185,Acinetobacter_baumannii,hgdC,16.2,NZ_CP043953.1_2193/116-209,Acinetobacter_baumannii_hgdC
186,Acinetobacter_baumannii,kal,35.4,NZ_CP043953.1_2748/18-100,Acinetobacter_baumannii_kal
187,Acinetobacter_baumannii,kamA,261.5,NZ_CP043953.1_1035/6-333,Acinetobacter_baumannii_kamA
188,Acinetobacter_baumannii,kdd,30.0,NZ_CP043953.1_1861/171-305,Acinetobacter_baumannii_kdd
189,Acinetobacter_baumannii,ptb,88.3,NZ_CP043953.1_1107/430-753,Acinetobacter_baumannii_ptb
190,Acinetobacter_baumannii,thl,551.3,NZ_CP043953.1_1627/3-403,Acinetobacter_baumannii_thl
191,Acinetobacter_calcoaceticus,abfH,197.7,NZ_CP020000.1_2245/69-383,Acinetobacter_calcoaceticus_abfH
192,Acinetobacter_calcoaceticus,abfT,149.8,NZ_CP020000.1_3494/12-170,Acinetobacter_calcoaceticus_abfT
193,Acinetobacter_calcoaceticus,atoA,299.6,NZ_CP020000.1_1789/4-207,Acinetobacter_calcoaceticus_atoA
194,Acinetobacter_calcoaceticus,atoD,253.4,NZ_CP020000.1_1790/1-216,Acinetobacter_calcoaceticus_atoD
195,Acinetobacter_calcoaceticus,bcd,572.9,NZ_CP020000.1_96/2-375,Acinetobacter_calcoaceticus_bcd
196,Acinetobacter_calcoaceticus,buk,59.5,NZ_CP020000.1_451/2-24,Acinetobacter_calcoaceticus_buk
197,Acinetobacter_calcoaceticus,but,104.5,NZ_CP020000.1_3494/12-174,Acinetobacter_calcoaceticus_but
198,Acinetobacter_calcoaceticus,cro,381.5,NZ_CP020000.1_97/1-257,Acinetobacter_calcoaceticus_cro
199,Acinetobacter_calcoaceticus,gcdA,174.2,NZ_CP020000.1_1363/16-347,Acinetobacter_calcoaceticus_gcdA
200,Acinetobacter_calcoaceticus,gctA,26.7,NZ_CP020000.1_1351/3-119,Acinetobacter_calcoaceticus_gctA
201,Acinetobacter_calcoaceticus,hbd,417.9,NZ_CP020000.1_1345/3-293,Acinetobacter_calcoaceticus_hbd
202,Acinetobacter_calcoaceticus,hgdC,16.0,NZ_CP020000.1_1362/116-209,Acinetobacter_calcoaceticus_hgdC
203,Acinetobacter_calcoaceticus,kal,35.1,NZ_CP020000.1_843/18-100,Acinetobacter_calcoaceticus_kal
204,Acinetobacter_calcoaceticus,kamA,255.4,NZ_CP020000.1_2626/7-333,Acinetobacter_calcoaceticus_kamA
205,Acinetobacter_calcoaceticus,kce,144.2,NZ_CP020000.1_2424/13-97,Acinetobacter_calcoaceticus_kce
206,Acinetobacter_calcoaceticus,kdd,28.0,NZ_CP020000.1_1760/164-305,Acinetobacter_calcoaceticus_kdd
207,Acinetobacter_calcoaceticus,ptb,87.4,NZ_CP020000.1_450/400-711,Acinetobacter_calcoaceticus_ptb
208,Acinetobacter_calcoaceticus,thl,544.7,NZ_CP020000.1_3156/1-389,Acinetobacter_calcoaceticus_thl
209,Acinetobacter_haemolyticus,abfH,193.0,NZ_CP030880.1_1771/69-385,Acinetobacter_haemolyticus_abfH
210,Acinetobacter_haemolyticus,abfT,150.6,NZ_CP030880.1_201/13-171,Acinetobacter_haemolyticus_abfT
211,Acinetobacter_haemolyticus,atoA,297.9,NZ_CP030880.1_1642/4-213,Acinetobacter_haemolyticus_atoA
212,Acinetobacter_haemolyticus,atoD,257.3,NZ_CP030880.1_1643/1-215,Acinetobacter_haemolyticus_atoD
213,Acinetobacter_haemolyticus,bcd,571.8,NZ_CP030880.1_3001/2-375,Acinetobacter_haemolyticus_bcd
214,Acinetobacter_haemolyticus,buk,55.5,NZ_CP030880.1_452/2-24,Acinetobacter_haemolyticus_buk
215,Acinetobacter_haemolyticus,but,102.9,NZ_CP030880.1_201/13-174,Acinetobacter_haemolyticus_but
216,Acinetobacter_haemolyticus,cro,371.6,NZ_CP030880.1_3000/1-257,Acinetobacter_haemolyticus_cro
217,Acinetobacter_haemolyticus,gcdA,171.2,NZ_CP030880.1_1634/17-509,Acinetobacter_haemolyticus_gcdA
218,Acinetobacter_haemolyticus,gctA,25.6,NZ_CP030880.1_1268/14-118,Acinetobacter_haemolyticus_gctA
219,Acinetobacter_haemolyticus,hbd,321.1,NZ_CP030880.1_2839/315-612,Acinetobacter_haemolyticus_hbd
220,Acinetobacter_haemolyticus,hgdC,13.8,NZ_CP030880.1_1633/117-209,Acinetobacter_haemolyticus_hgdC
221,Acinetobacter_haemolyticus,kal,35.9,NZ_CP030880.1_2239/18-100,Acinetobacter_haemolyticus_kal
222,Acinetobacter_haemolyticus,kamA,253.8,NZ_CP030880.1_1185/6-333,Acinetobacter_haemolyticus_kamA
223,Acinetobacter_haemolyticus,kdd,12.5,NZ_CP030880.1_1580/177-255,Acinetobacter_haemolyticus_kdd
224,Acinetobacter_haemolyticus,ptb,91.9,NZ_CP030880.1_2021/430-751,Acinetobacter_haemolyticus_ptb
225,Acinetobacter_haemolyticus,thl,545.7,NZ_CP030880.1_589/1-389,Acinetobacter_haemolyticus_thl
226,Acinetobacter_johnsonii,abfH,202.1,NZ_KB849709.1_77/70-385,Acinetobacter_johnsonii_abfH
227,Acinetobacter_johnsonii,abfT,150.2,NZ_KB849703.1_196/12-169,Acinetobacter_johnsonii_abfT
228,Acinetobacter_johnsonii,atoA,294.2,NZ_KB849705.1_923/4-211,Acinetobacter_johnsonii_atoA
229,Acinetobacter_johnsonii,atoD,265.8,NZ_KB849705.1_1358/11-217,Acinetobacter_johnsonii_atoD
230,Acinetobacter_johnsonii,bcd,575.7,NZ_KB849705.1_628/2-40,Acinetobacter_johnsonii_bcd
231,Acinetobacter_johnsonii,buk,57.9,NZ_KB849704.1_310/2-24,Acinetobacter_johnsonii_buk
232,Acinetobacter_johnsonii,but,109.5,NZ_KB849703.1_196/12-174,Acinetobacter_johnsonii_but
233,Acinetobacter_johnsonii,cro,371.4,NZ_KB849705.1_627/13-267,Acinetobacter_johnsonii_cro
